,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,pIC50,MW,logP,numHd,numHa
456,CHEMBL174710,COc1ccccc1CN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc1ccccc1OC)C(C)C)C(C)C,72.44,active,7.140021558357979,723.1000000000003,9.203000000000005,0,6
457,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,17.78,active,7.7500682433658055,275.352,1.7739,1,4
458,CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,160.8,active,6.793713955587568,351.45000000000005,3.3443000000000023,1,4
459,CHEMBL176773,COc1cccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2cccc(OC)c2)c1,676.08,active,6.170001911302621,666.9920000000004,7.645800000000009,0,6
460,CHEMBL174046,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,11.75,active,7.9299621333922445,801.0580000000007,10.735599999999994,0,2
461,CHEMBL176308,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],794.33,active,6.0999990348465305,724.9880000000003,8.22520000000001,0,8
462,CHEMBL176308,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],32.36,active,7.489991487059766,724.9880000000003,8.22520000000001,0,8
463,CHEMBL176308,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],79.43,active,7.100015437450609,724.9880000000003,8.22520000000001,0,8
464,CHEMBL176308,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],794.33,active,6.0999990348465305,724.9880000000003,8.22520000000001,0,8
465,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,27.9,active,7.554395796726403,275.352,1.7739,1,4
466,CHEMBL137059,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1)Cc1ccccc1,37.15,active,7.430041181903406,665.0640000000005,8.698000000000006,0,2
467,CHEMBL263785,CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,17.38,active,7.7599502278873524,781.2239999999997,10.275599999999999,0,4
468,CHEMBL173607,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,16.6,active,7.779891911959945,693.1180000000004,9.314840000000002,0,2
469,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,251.19,active,6.599997654072044,198.26899999999992,2.695800000000001,1,2
470,CHEMBL368075,CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OCCC,33.88,active,7.470056598341331,751.1539999999998,9.9864,0,6
473,CHEMBL100366,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12,780.4,active,6.10768273927752,351.40600000000006,3.193200000000002,1,4
475,CHEMBL173309,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,18.62,active,7.730020323354676,695.0460000000003,8.426000000000007,0,6
476,CHEMBL173309,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,16.22,active,7.789949150124863,695.0460000000003,8.426000000000007,0,6
477,CHEMBL173309,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,17.38,active,7.7599502278873524,695.0460000000003,8.426000000000007,0,6
478,CHEMBL173309,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,18.62,active,7.730020323354676,695.0460000000003,8.426000000000007,0,6
479,CHEMBL175047,CCN(CCCCCCOCCCCCCCCOCCCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,204.17,active,6.69000807121882,640.9940000000003,9.542400000000002,0,6
480,CHEMBL54727,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,24.0,active,7.619788758288394,337.42300000000006,3.6666000000000025,1,4
481,CHEMBL176585,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,48.98,active,7.309981219211305,634.9940000000004,8.408800000000008,0,4
483,CHEMBL177052,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,112.2,active,6.950007143079858,703.8840000000002,9.715600000000002,0,4
484,CHEMBL172442,CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,77.62,active,7.110026361596004,671.0640000000003,9.831600000000002,0,4
485,CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,169.82,active,6.770011163455189,666.9920000000003,7.64580000000001,0,6
486,CHEMBL173018,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,12.02,active,7.92009553233328,725.1160000000004,8.715200000000006,0,4
487,CHEMBL173018,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,10.96,active,7.96018944585165,725.1160000000004,8.715200000000006,0,4
488,CHEMBL173018,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,10.96,active,7.96018944585165,725.1160000000004,8.715200000000006,0,4
489,CHEMBL173018,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,12.02,active,7.92009553233328,725.1160000000004,8.715200000000006,0,4
490,CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,56.7,active,7.246416941107094,261.32499999999993,1.7496,2,4
493,CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,169.82,active,6.770011163455189,666.9920000000003,7.64580000000001,0,6
494,CHEMBL59782,CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,13.0,active,7.886056647693163,330.9030000000002,6.1493000000000055,1,2
495,CHEMBL59782,CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,13.18,active,7.880084589742009,330.9030000000002,6.1493000000000055,1,2
496,CHEMBL25629,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(=O)C21,35000.0,inactive,4.455931955649724,455.5070000000002,2.1921999999999997,3,8
497,CHEMBL94546,CN1C(=O)Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc21.CS(=O)(=O)O,0.48,active,9.318758762624412,485.6060000000002,3.6955000000000027,1,6
504,CHEMBL294745,Nc1ccc2c(N)c3c(nc2c1)-c1ccccc1C3,28840.32,inactive,4.539999925177879,247.30100000000002,2.9704000000000015,2,3
508,CHEMBL61561,CCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2,45.0,active,7.346787486224656,314.4480000000002,5.635000000000005,1,2
509,CHEMBL61561,CCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2,45.71,active,7.339988778710669,314.4480000000002,5.635000000000005,1,2
510,CHEMBL11514,CNC(=O)Oc1ccc2c(c1)[C@@H]1[C@@H](CCN1C)CO2,16218.1,inactive,4.790000026071145,262.30899999999997,1.79,1,4
511,CHEMBL329012,O=C(O)/C=C\C(=O)O.O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,0.33,active,9.481486060122112,491.54400000000027,3.8790000000000022,3,6
512,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,250.0,active,6.6020599913279625,198.26899999999992,2.695800000000001,1,2
513,CHEMBL60119,Cc1ccc2c(N)c3c(nc2c1)CCCC3,100.0,active,7.0,212.29599999999996,3.004220000000002,1,2
514,CHEMBL60119,Cc1ccc2c(N)c3c(nc2c1)CCCC3,100.0,active,7.0,212.29599999999996,3.004220000000002,1,2
515,CHEMBL61221,CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2,130.0,active,6.886056647693163,310.4850000000002,5.804320000000006,1,2
516,CHEMBL61221,CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2,128.82,active,6.890016705180107,310.4850000000002,5.804320000000006,1,2
517,CHEMBL294525,CCCCCCCNc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,290.0,active,6.537602002101044,341.4550000000002,5.404100000000005,1,4
518,CHEMBL294525,CCCCCCCNc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,295.12,active,6.530001357781253,341.4550000000002,5.404100000000005,1,4
519,CHEMBL274107,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,22.91,active,7.6399749108106025,262.3089999999999,1.79,1,4
520,CHEMBL24457,COc1cccc(-c2cc3c(c(=O)o2)C(=O)C2[C@@]4(C)CC[C@H](O)[C@@](C)(CO)C4C[C@H](O)[C@@]2(C)O3)c1,93000.0,inactive,4.031517051446065,484.54500000000024,2.8058000000000005,3,8
521,CHEMBL268481,CN1CC[C@H]2COc3c(O)cccc3[C@H]21,39810.72,inactive,4.399999967876858,205.257,1.7773999999999996,1,3
522,CHEMBL25524,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccn4)oc(=O)c3C(=O)C21,101000.0,inactive,3.9956786262173574,455.5070000000002,2.1921999999999997,3,8
523,CHEMBL292121,Nc1c2c(nc3ccccc13)-c1ccc(F)cc1C2,436.52,active,6.359995853468939,250.27599999999995,3.527300000000001,1,2
524,CHEMBL61849,CCCCCCCNc1c2c(nc3ccc(C)cc13)CCCC2,390.0,active,6.4089353929735005,310.4850000000002,5.804320000000005,1,2
525,CHEMBL61849,CCCCCCCNc1c2c(nc3ccc(C)cc13)CCCC2,389.05,active,6.409994580348671,310.4850000000002,5.804320000000005,1,2
526,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,17.78,active,7.7500682433658055,275.352,1.7739,1,4
527,CHEMBL278342,COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1,26.0,active,7.585026652029182,466.53000000000026,3.4364000000000026,2,7
528,CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,550.0,active,6.259637310505756,232.7139999999999,3.3492000000000015,1,2
529,CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,549.54,active,6.260000690598032,232.7139999999999,3.3492000000000015,1,2
530,CHEMBL25149,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccc(Cl)nc4)oc(=O)c3C(=O)C21,80000.0,inactive,4.096910013008056,489.9520000000002,2.845600000000001,3,8
531,CHEMBL94217,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1.O=C(O)/C=C/C(=O)O,2.8,active,8.55284196865778,493.5600000000002,4.342800000000002,3,6
534,CHEMBL328468,O=C1Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2N1,0.95,active,9.022276394711152,375.4720000000001,4.167200000000003,1,4
536,CHEMBL302842,COc1ccc2c(N)c3c(nc2c1)CCCC3,350.0,active,6.455931955649724,228.29499999999996,2.7044000000000006,1,3
537,CHEMBL302842,COc1ccc2c(N)c3c(nc2c1)CCCC3,354.81,active,6.450004148469349,228.29499999999996,2.7044000000000006,1,3
539,CHEMBL329231,O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,0.57,active,9.244125144327509,389.49900000000014,4.557300000000004,1,4
540,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,19.0,active,7.721246399047171,275.352,1.7739,1,4
542,CHEMBL58122,Nc1c2c(nc3cc([N+](=O)[O-])ccc13)-c1ccccc1C2,67608.3,inactive,4.169999984192581,277.2830000000001,3.296400000000001,1,4
543,CHEMBL283509,COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC,1.0,active,9.0,496.5560000000003,3.445000000000002,2,8
544,CHEMBL24686,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC,8.0,active,8.096910013008056,526.5820000000003,3.4536000000000024,2,9
545,CHEMBL95020,O=C1Cc2c(ccc3c(CCC4CCN(Cc5ccccc5)CC4)noc23)N1,3.6,active,8.443697499232712,375.47200000000004,4.167200000000003,1,4
546,CHEMBL61533,Nc1c2c(nc3cc(F)ccc13)CCCC2,87.0,active,7.060480747381382,216.25899999999996,2.834900000000001,1,2
547,CHEMBL61533,Nc1c2c(nc3cc(F)ccc13)CCCC2,87.1,active,7.059981844992337,216.25899999999996,2.834900000000001,1,2
548,CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,676.08,active,6.170001911302621,232.28599999999997,3.388200000000001,1,2
549,CHEMBL24844,COc1ccc(-c2cc3c(c(=O)o2)C(=O)C2[C@@]4(C)CC[C@H](O)[C@@](C)(CO)C4C[C@H](O)[C@@]2(C)O3)cc1OC,58000.0,inactive,4.236572006437063,514.5710000000003,2.814400000000001,3,9
554,CHEMBL61715,Nc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,28.0,active,7.552841968657781,243.26599999999993,2.604000000000001,1,4
555,CHEMBL61715,Nc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,28.18,active,7.550059011226662,243.26599999999993,2.604000000000001,1,4
556,CHEMBL274107,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,74.13,active,7.130005999878258,262.3089999999999,1.79,1,4
559,CHEMBL274107,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,29.51,active,7.5300307905000405,262.3089999999999,1.79,1,4
560,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,170.0,active,6.769551078621726,198.26899999999992,2.695800000000001,1,2
562,CHEMBL61986,CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2,460.0,active,6.337242168318426,326.4840000000002,5.504500000000005,1,3
563,CHEMBL61986,CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2,467.74,active,6.329995488683631,326.4840000000002,5.504500000000005,1,3
564,CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,9.0,active,8.045757490560675,232.71399999999994,3.3492000000000015,1,2
565,CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,10.0,active,8.0,232.71399999999994,3.3492000000000015,1,2
566,CHEMBL61850,Nc1c2c(nc3cc(Br)ccc13)CCCC2,66.0,active,7.180456064458132,277.165,3.4583000000000013,1,2
567,CHEMBL24416,COc1ccc(-c2cc3c(c(=O)o2)C(=O)C2[C@@]4(C)CC[C@H](O)[C@@](C)(CO)C4C[C@H](O)[C@@]2(C)O3)cc1,70000.0,inactive,4.154901959985743,484.54500000000024,2.8058000000000005,3,8
569,CHEMBL59628,Clc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,170.0,active,6.769551078621726,322.83900000000017,5.379100000000004,1,2
570,CHEMBL59628,Clc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,169.82,active,6.770011163455189,322.83900000000017,5.379100000000004,1,2
572,CHEMBL61930,Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2,470.0,active,6.327902142064283,267.159,4.002600000000001,1,2
573,CHEMBL61930,Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2,478.63,active,6.32000008377078,267.159,4.002600000000001,1,2
576,CHEMBL277665,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccc4)oc(=O)c3C(=O)C21,99000.0,inactive,4.00436480540245,454.5190000000002,2.797200000000001,3,7
577,CHEMBL64465,Cc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,750.0,active,6.1249387366083,302.4210000000002,5.034120000000004,1,2
578,CHEMBL64465,Cc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,741.31,active,6.130000141365475,302.4210000000002,5.034120000000004,1,2
581,CHEMBL357551,CN(C)c1ccc(CC(=O)NCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,100000.0,inactive,4.0,439.6880000000002,5.310300000000005,2,3
582,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,47.0,active,7.327902142064283,275.352,1.7739,1,4
583,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,8.0,active,8.096910013008056,379.50000000000017,4.361100000000004,0,4
584,CHEMBL153934,CN(C)c1ccc(CC(=O)NCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,100000.0,inactive,4.0,467.7420000000003,6.090500000000007,2,3
585,CHEMBL157336,CN(C)c1ccc(CC(=O)NCCCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,100000.0,inactive,4.0,495.7960000000004,6.870700000000008,2,3
586,CHEMBL139571,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)[C@@H]2[C@H](C)[C@@H]2C)cc1,100000.0,inactive,4.0,494.63600000000025,3.6827000000000023,1,4
587,CHEMBL344656,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccccc3s2)cc1,100000.0,inactive,4.0,531.6820000000002,5.068400000000005,1,5
588,CHEMBL332760,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1.O=C(O)C(O)C(O)C(=O)O,760.0,active,6.119186407719209,529.5900000000003,2.6674,5,8
589,CHEMBL348216,C#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],11900.0,inactive,4.924453038607469,243.694,-2.8794999999999975,1,4
590,CHEMBL150156,C#CCCCC[n+]1cn(C)c(/C=N/O)n1.[Cl-],62500.0,inactive,4.204119982655925,242.71000000000004,-2.6767999999999974,1,4
591,CHEMBL333580,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)O[C@@H]2N3C)cc1,10000.0,inactive,5.0,395.50300000000016,4.721600000000004,1,5
592,CHEMBL146319,CC#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],144000.0,inactive,3.8416375079047502,257.721,-2.489399999999997,1,4
593,CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,800.0,active,6.096910013008056,287.35900000000004,1.8503,1,4
594,CHEMBL147465,C#CCCOC[n+]1ccn(C)c1C.[Cl-],27000.0,inactive,4.568636235841013,214.69599999999997,-2.3775799999999974,0,2
595,CHEMBL357987,CC#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],175000.0,inactive,3.7569619513137056,271.74800000000005,-2.099299999999997,1,4
597,CHEMBL338975,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,28.0,active,7.552841968657781,413.4740000000001,2.8643000000000014,3,6
598,CHEMBL150212,C#CCCOC[n+]1ccc(/C=N/O)cc1.[Cl-],96500.0,inactive,4.015472686656207,240.69000000000003,-2.2163999999999975,1,3
599,CHEMBL148832,C#CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],21800.0,inactive,4.661543506395395,229.667,-3.267999999999998,1,4
600,CHEMBL355986,C#CCCOC[n+]1ccn(C(C)(C)C)c1/C=N/O.[Cl-],339000.0,inactive,3.469800301796918,285.775,-1.6598999999999964,1,4
601,CHEMBL356000,C#CC1CCCCC1OC[n+]1ccn(C)c1/C=N/O.[Cl-],20300.0,inactive,4.692503962086787,297.78600000000006,-1.7091999999999967,1,4
602,CHEMBL423397,C#CCCCC[n+]1ccn(COC)c1/C=N/O.[Cl-],185000.0,inactive,3.7328282715969863,271.748,-2.0048999999999966,1,4
603,CHEMBL149026,C#CCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],14500.0,inactive,4.838631997765025,243.694,-2.8778999999999977,1,4
604,CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,47.0,active,7.327902142064283,242.32199999999997,1.9975,2,2
606,CHEMBL357981,C#CC(C)C(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],12700.0,inactive,4.896196279044043,271.74800000000005,-2.2433999999999967,1,4
607,CHEMBL347749,CC#CCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],76800.0,inactive,4.114638779968488,257.721,-2.4877999999999973,1,4
608,CHEMBL346399,C#CCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],27900.0,inactive,4.554395796726403,257.721,-2.4877999999999973,1,4
609,CHEMBL124054,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,175.0,active,6.756961951313706,367.4490000000001,3.906620000000003,1,5
610,CHEMBL557400,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N@@+](C)([O-])[C@@H]2N3C)cc1.Cl,10000.0,inactive,5.0,431.9640000000001,5.224400000000006,1,4
612,CHEMBL748,C[n+]1ccccc1/C=N/O.[Cl-],366000.0,inactive,3.4365189146055894,172.615,-2.6767999999999983,1,2
613,CHEMBL123248,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,150.0,active,6.823908740944319,291.35099999999994,1.7055,1,5
614,CHEMBL556186,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,180.0,active,6.7447274948966935,403.91000000000014,4.409420000000005,1,4
615,CHEMBL147517,C#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],24200.0,inactive,4.616184634019569,257.721,-2.489399999999997,1,4
616,CHEMBL538109,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,125.0,active,6.903089986991944,417.9370000000002,4.6634000000000055,1,4
617,CHEMBL120279,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,10.0,active,8.0,501.53600000000023,1.85242,5,8
618,CHEMBL538852,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,100.0,active,7.0,327.81199999999995,2.208300000000001,1,4
620,CHEMBL149017,C#CCCCC[n+]1ccccc1/C=N/O.[Cl-],61500.0,inactive,4.211124884224583,238.71800000000002,-1.4102999999999977,1,2
622,CHEMBL123249,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12.O=C(O)C(O)C(O)C(=O)O,24.0,active,7.619788758288394,487.5090000000002,1.5439999999999996,5,8
623,CHEMBL122834,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,10.0,active,8.0,515.5630000000003,2.1063999999999994,5,8
624,CHEMBL121810,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,65.0,active,7.187086643357144,381.47600000000017,4.160600000000003,1,5
625,CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,22.0,active,7.657577319177793,359.5140000000002,4.114500000000003,1,4
626,CHEMBL149084,C#CCCCC[n+]1ccn(C(C)(C)C)c1/C=N/O.[Cl-],76600.0,inactive,4.115771230367396,283.803,-0.853799999999997,1,3
628,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,22.0,active,7.657577319177793,379.50000000000017,4.361100000000004,0,4
629,CHEMBL150164,C#CCCCC[n+]1ccc(/C=N/O)cc1.[Cl-],305000.0,inactive,3.515700160653214,238.71800000000002,-1.4102999999999977,1,2
630,CHEMBL147025,C#CC1(OC[n+]2ccn(C)c2/C=N/O)CCCC1.[Cl-],24200.0,inactive,4.616184634019569,283.75899999999996,-1.9551999999999972,1,4
631,CHEMBL123831,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]2O1,130.0,active,6.886056647693163,353.4220000000001,3.598200000000002,1,5
632,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,190.0,active,6.721246399047171,198.26899999999992,2.695800000000001,1,2
633,CHEMBL538853,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CC[N@@+](C)([O-])[C@H]12.Cl,200.0,active,6.698970004336019,389.8830000000001,4.1010000000000035,1,4
634,CHEMBL91291,Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,5.8,active,8.236572006437063,348.4900000000002,5.289440000000005,0,3
635,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,8.0,active,8.096910013008056,379.50000000000017,4.361100000000004,0,4
636,CHEMBL92460,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,55.0,active,7.259637310505756,320.4360000000001,4.6726000000000045,0,3
637,CHEMBL93619,COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,7.1,active,8.148741651280925,350.4620000000001,4.681200000000004,0,4
638,CHEMBL93936,c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,0.8,active,9.096910013008056,405.54200000000026,4.509200000000004,0,5
639,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,19.0,active,7.721246399047171,275.352,1.7739,1,4
640,CHEMBL92955,O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,14.0,active,7.853871964321762,475.61400000000015,5.473400000000005,1,5
